beauty	0.5600000001065583
fisher space pen	0.397786487701387
values	0.4725920672641159
form factor	0.39292590001949423
pens fault	0.46759206724811586
package test	0.4759254005807826
products	0.5600000001065583
pen cartridge	0.46402063867576426
pen stub	0.46759206724911595
ink catridge	0.5500000000898917
styling	0.47720745187950053
feature	0.39573520566635495
clip pen	0.5333333334248915
pen market	0.5500000000905583
anyone needing	0.40000000008941755
BiC Round	0.4000000000910028
looking pen	0.40000000009019676
based	0.5333333334398916
space bullet Space Pen	0.4000000000437094
pen tip	0.40824920834827677
pen since	0.479258733915227
pocket pen	0.3950378113232541
profile	0.39634444645780065
edges	0.37768780479776265
pen holders	0.4759254005810856
dent	0.40000000010655834
holder	0.20864973332887474
technology	0.40673405684741104
states however	0.47925873391363966
pen casing	0.46759206724811586
footprint	0.5333333334398916
examples	0.4640206386926873
versions	0.40953125964461384
failure	0.22401468995427964
pen stem	0.46759206724911595
Pen	0.20020617976860353
parts	0.4082492083625625
fisher bullet space pen	0.5894736842540775
plug	0.3925920672641159
ink tank	0.5500000000915582
